epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
98,15393.8,1.45426,1.83468,0.01898,0.99978,0.64685,0.51989,0.58075,0.38378,1.36601,1.52093,0.02199,0,0.00759925,0.00759925,0.00759925,0.00379963,0.0151985
99,15548.3,1.45272,1.84215,0.01889,0.99986,0.63845,0.52485,0.58077,0.38407,1.36498,1.52049,0.02196,0,0.0075745,0.0075745,0.0075745,0.00378725,0.015149
100,15698.3,1.44888,1.82929,0.01891,0.99976,0.63845,0.52577,0.58142,0.38439,1.36436,1.51909,0.02195,0,0.00754975,0.00754975,0.00754975,0.00377488,0.0150995
101,15854.8,1.45445,1.82714,0.01881,0.99993,0.63318,0.52743,0.58186,0.38517,1.36239,1.51937,0.0219,0,0.007525,0.007525,0.007525,0.0037625,0.01505
102,16005.7,1.45203,1.82924,0.01891,0.9998,0.63343,0.52959,0.58207,0.3856,1.36189,1.51725,0.02189,0,0.00750025,0.00750025,0.00750025,0.00375013,0.0150005
103,16156.2,1.44895,1.82693,0.01886,0.99994,0.63855,0.5269,0.58243,0.38633,1.36135,1.51636,0.02187,0,0.0074755,0.0074755,0.0074755,0.00373775,0.014951
104,16310.5,1.45169,1.82641,0.01888,0.99987,0.64862,0.52238,0.58326,0.38686,1.35982,1.51607,0.02183,0,0.00745075,0.00745075,0.00745075,0.00372537,0.0149015
105,16460.3,1.45014,1.82635,0.0188,0.99987,0.64624,0.52659,0.58414,0.38783,1.35864,1.51439,0.02182,0,0.007426,0.007426,0.007426,0.003713,0.014852
106,16615.6,1.44447,1.8234,0.01875,0.99975,0.63947,0.53264,0.58504,0.38881,1.35829,1.5122,0.02181,0,0.00740125,0.00740125,0.00740125,0.00370063,0.0148025
107,16764.6,1.44183,1.80755,0.01877,0.99997,0.63592,0.53531,0.58561,0.38939,1.35834,1.50984,0.0218,0,0.0073765,0.0073765,0.0073765,0.00368825,0.014753
108,16916.8,1.45075,1.81204,0.01882,0.99991,0.63894,0.53271,0.58593,0.38962,1.3583,1.50796,0.02181,0,0.00735175,0.00735175,0.00735175,0.00367587,0.0147035
109,17069.3,1.44908,1.83056,0.01883,0.99986,0.64179,0.53127,0.5865,0.39033,1.35678,1.50745,0.02179,0,0.007327,0.007327,0.007327,0.0036635,0.014654
110,17217.5,1.44829,1.81561,0.01862,0.99979,0.64005,0.5336,0.58678,0.3907,1.35635,1.50518,0.02178,0,0.00730225,0.00730225,0.00730225,0.00365113,0.0146045
111,17371.5,1.44772,1.80238,0.01879,0.99998,0.63981,0.5334,0.58701,0.39095,1.35649,1.50273,0.02179,0,0.0072775,0.0072775,0.0072775,0.00363875,0.014555
112,17519.4,1.44441,1.81477,0.01871,0.9998,0.64063,0.53508,0.58719,0.39129,1.35602,1.50073,0.02178,0,0.00725275,0.00725275,0.00725275,0.00362637,0.0145055
113,17673.6,1.44335,1.81253,0.01873,0.9999,0.64165,0.53485,0.58811,0.39203,1.35613,1.49777,0.02179,0,0.007228,0.007228,0.007228,0.003614,0.014456
